num_poste,nom_usuel,lat,lon,alti,aaaammjj,dhumec,qdhumec,pmerm,qpmerm,pmermin,qpmermin,inst,qinst,glot,qglot,dift,qdift,dirt,qdirt,infrart,qinfrart,uv,quv,uv_indicex,quv_indicex,sigma,qsigma,un,qun,hun,qhun,ux,qux,hux,qhux,um,qum,dhumi40,qdhumi40,dhumi80,qdhumi80,tsvm,qtsvm,etpmon,qetpmon,etpgrille,qetpgrille,ecoulementm,qecoulementm,hneigef,qhneigef,neigetotx,qneigetotx,neigetot06,qneigetot06,neig,qneig,brou,qbrou,orag,qorag,gresil,qgresil,grele,qgrele,rosee,qrosee,verglas,qverglas,solneige,qsolneige,gelee,qgelee,fumee,qfumee,brume,qbrume,eclair,qeclair,nb300,qnb300,ba300,qba300,tmermin,qtmermin,tmermax,qtmermax
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250215,,,1016.3,1,1014.7,1,422,9,1681,9,,,,,,,,,,,61,9,56,1,1411,9,89,1,708,9,72,1,0,9,240,9,23.3,9,4.5,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250216,,,1016.5,1,1015,1,527,9,2105,9,,,,,,,,,,,76,9,49,1,1209,9,86,1,2355,9,68,1,0,9,44,9,22.5,9,6.2,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250216,,,,,,,,,2353,9,,,,,,,,,,,,,51,1,1236,9,80,1,2354,9,67,1,0,9,12,9,22.9,9,6.3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250217,,,1016.5,1,1014.8,1,369,9,1648,9,,,,,,,,,,,53,9,57,1,857,9,90,1,46,9,75,1,0,9,481,9,24,9,4.2,9,,,,,,,,,,,0,9,0,9,,,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250218,,,1016.2,1,1015,1,470,9,2110,9,,,,,,,,,,,68,9,42,1,1308,9,87,1,2344,9,69,1,0,9,395,9,22.9,9,6.2,9,,,,,,,,,,,0,9,0,9,,,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250219,,,1016.7,1,1015.3,1,342,9,1575,9,,,,,,,,,,,49,9,55,1,1212,9,93,1,231,9,77,1,0,9,800,9,23.9,9,4.4,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250220,,,1017.2,1,1015.6,1,218,9,1300,9,,,,,,,,,,,31,9,65,1,1319,9,96,1,1113,9,83,1,0,9,930,9,24.5,9,3.5,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250213,,,,,,,,,2314,9,,,,,,,,,,,,,44,1,1018,9,95,1,2324,9,71,1,0,9,480,9,23.1,1,6.1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250211,,,,,,,,,2178,9,,,,,,,,,,,,,53,1,1042,9,84,1,2000,9,66,1,0,9,42,9,21.9,1,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250210,,,,,,,,,2000,9,,,,,,,,,,,,,61,1,1136,9,91,1,454,9,73,1,0,9,396,9,23.7,9,4.7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250212,,,,,,,,,2164,9,,,,,,,,,,,,,57,1,1042,9,93,1,406,9,75,1,0,9,468,9,24.3,1,5.3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250214,,,,,,,,,2136,9,,,,,,,,,,,,,53,1,1248,9,94,1,48,9,75,1,0,9,630,9,23.9,1,5.1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250215,,,,,,,,,2164,9,,,,,,,,,,,,,54,1,1412,9,91,1,512,9,71,1,0,9,204,9,23.3,1,5.1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250221,,,1016.8,1,1015,1,444,9,2094,9,,,,,,,,,,,64,9,44,1,1507,9,98,1,448,9,77,1,0,9,631,9,22.2,9,4.4,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250222,,,1017.1,1,1015.5,1,301,9,1527,9,,,,,,,,,,,43,9,54,1,1220,9,94,1,143,9,81,1,0,9,885,9,24.2,9,3.6,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250223,,,1016.4,1,1015,1,454,9,2067,9,,,,,,,,,,,65,9,47,1,1058,9,98,1,627,9,75,1,0,9,671,9,22.8,9,4.6,9,,,,,,,,,,,0,9,0,9,,,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250224,,,1015.5,1,1013.9,1,263,9,1482,9,,,,,,,,,,,38,9,59,1,1408,9,94,1,2058,9,79,1,0,9,847,9,25.2,9,4.3,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250225,,,1015.5,1,1013.6,1,530,9,2294,9,,,,,,,,,,,76,9,60,1,1145,9,94,1,410,9,81,1,0,9,784,9,26.1,9,4.9,9,,,,,,,,,,,0,9,0,9,,,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250226,,,1016.3,1,1014.6,1,330,9,1330,9,,,,,,,,,,,47,9,67,1,1649,9,96,1,210,9,85,1,0,9,1029,9,26.2,9,3.2,9,,,,,,,,,,,0,9,0,9,,,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250302,,,,,,,,,1748,9,,,,,,,,,,,,,56,1,1342,9,96,1,742,9,83,1,0,9,996,9,24.9,9,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250220,,,,,,,,,1362,9,,,,,,,,,,,,,64,1,1554,9,96,1,224,9,79,1,0,9,702,9,24,1,3.2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250222,,,,,,,,,2314,9,,,,,,,,,,,,,53,1,1330,9,93,1,318,9,75,1,0,9,684,9,23.6,1,4.8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250228,,,1015.1,1,1013.4,1,414,9,1877,9,,,,,,,,,,,59,9,59,1,1432,9,96,1,508,9,81,1,0,9,682,9,25.7,9,4.1,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250227,,,1015.5,1,1013.9,1,557,9,2203,9,,,,,,,,,,,80,9,53,1,1249,9,95,1,115,9,78,1,0,9,776,9,25,9,4.7,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250223,,,,,,,,,2284,9,,,,,,,,,,,,,48,1,1318,9,91,1,212,9,71,1,0,9,312,9,23,1,5.1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250217,,,,,,,,,1958,9,,,,,,,,,,,,,55,1,824,9,93,1,1812,9,75,1,0,9,258,9,24.3,1,4.8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250221,,,,,,,,,2366,9,,,,,,,,,,,,,47,1,1412,9,91,1,712,9,73,1,0,9,498,9,22.4,1,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250225,,,,,,,,,1472,9,,,,,,,,,,,,,59,1,1454,9,94,1,2342,9,78,1,0,9,702,9,25.5,1,4.1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250301,,,1015.6,1,1014.1,1,598,9,2446,9,,,,,,,,,,,85,9,51,1,1104,9,92,1,3,9,72,1,0,9,596,9,23.6,9,6.2,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250226,,,,,,,,,1308,9,,,,,,,,,,,,,67,1,1400,9,95,1,224,9,85,1,0,9,1098,9,26.3,1,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250219,,,,,,,,,2010,9,,,,,,,,,,,,,56,1,1054,9,94,1,2312,9,76,1,0,9,456,9,24.5,1,5.1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250224,,,,,,,,,1746,9,,,,,,,,,,,,,58,1,1512,9,87,1,2300,9,73,1,0,9,90,9,24.3,1,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250218,,,,,,,,,2420,9,,,,,,,,,,,,,51,1,1242,9,87,1,506,9,69,1,0,9,150,9,23.1,1,6.1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250304,,,1013.8,1,1012.1,1,590,9,2389,9,,,,,,,,,,,84,9,52,1,1140,9,96,1,359,9,77,1,0,9,713,9,25.1,9,5.3,9,,,,,,,,,,,0,9,0,9,,,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250303,,,1014.2,1,1012.6,1,432,9,2084,9,,,,,,,,,,,61,9,54,1,1348,9,95,1,704,9,79,1,0,9,795,9,25.2,9,4.8,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250302,,,1015.2,1,1013.7,1,314,9,1817,9,,,,,,,,,,,45,9,59,1,1245,9,92,1,756,9,79,1,0,9,719,9,24.7,9,4.5,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250305,,,1013,1,1011.6,1,342,9,1780,9,,,,,,,,,,,48,9,58,1,1337,9,96,1,13,9,79,1,0,9,551,9,25.6,9,4.4,9,,,,,,,,,,,0,9,0,9,,,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250227,,,,,,,,,2144,9,,,,,,,,,,,,,51,1,1400,9,92,1,536,9,78,1,0,9,828,9,24.7,1,4.8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250301,,,,,,,,,2446,9,,,,,,,,,,,,,57,1,1154,9,95,1,212,9,74,1,0,9,426,9,24,1,5.5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250228,,,,,,,,,2224,9,,,,,,,,,,,,,54,1,1424,9,92,1,2354,9,78,1,0,9,648,9,25.3,1,5.1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250306,,,1014.2,1,1012.4,1,510,9,2196,9,,,,,,,,,,,72,9,52,1,1407,9,90,1,2304,9,73,1,0,9,358,9,24.2,9,5.8,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250307,,,1016.3,1,1014.7,1,343,9,1770,9,,,,,,,,,,,49,9,59,1,1229,9,96,1,714,9,80,1,0,9,773,9,25,9,3.9,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250308,,,1016,1,1014.2,1,296,9,1539,9,,,,,,,,,,,42,9,62,1,940,9,97,1,555,9,85,1,0,9,945,9,25.4,9,3.2,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250309,,,1015.9,1,1014.5,1,415,9,1980,9,,,,,,,,,,,59,9,55,1,1113,9,98,1,224,9,80,1,0,9,679,9,23.9,9,4.1,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250310,,,1015.6,1,1013.8,1,429,9,1942,9,,,,,,,,,,,60,9,56,1,1108,9,96,1,332,9,77,1,0,9,647,9,23,9,4.2,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250310,,,,,,,,,2564,9,,,,,,,,,,,,,51,1,1500,9,91,1,2112,9,76,1,0,9,762,9,23.2,9,5.4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250309,,,,,,,,,2520,9,,,,,,,,,,,,,50,1,1218,9,97,1,718,9,77,1,0,9,762,9,23.3,9,5.2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250311,,,1015,1,1013.2,1,544,9,2484,9,,,,,,,,,,,77,9,53,1,1422,9,96,1,251,9,75,1,0,9,505,9,24.1,9,5,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250312,,,1015.2,1,1013.7,1,553,9,2389,9,,,,,,,,,,,78,9,55,1,1043,9,93,1,643,9,74,1,0,9,589,9,24.9,9,5.6,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250313,,,,,,,,,2665,9,,,,,,,,,,,,,42,1,1230,9,96,1,648,9,78,1,0,9,816,9,24.5,9,5.6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250312,,,,,,,,,2065,9,,,,,,,,,,,,,44,1,1548,9,93,1,2354,9,75,1,0,9,696,9,24.3,1,5.1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250313,,,1015,1,1013.3,1,323,9,1634,9,,,,,,,,,,,45,9,54,1,1355,9,95,1,619,9,80,1,0,9,802,9,25.4,9,3.9,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250306,,,,,,,,,1520,9,,,,,,,,,,,,,55,1,1036,9,91,1,2354,9,74,1,0,9,552,9,24,1,4.6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250305,,,,,,,,,1830,9,,,,,,,,,,,,,52,1,1442,9,97,1,418,9,79,1,0,9,786,9,25,1,4.4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250308,,,,,,,,,2378,9,,,,,,,,,,,,,55,1,1112,9,97,1,724,9,79,1,0,9,798,9,24.4,1,4.8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250304,,,,,,,,,2454,9,,,,,,,,,,,,,54,1,1354,9,97,1,624,9,80,1,0,9,810,9,25.4,1,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250307,,,,,,,,,2314,9,,,,,,,,,,,,,57,1,1336,9,94,1,624,9,78,1,0,9,756,9,24.9,1,4.8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250303,,,,,,,,,2120,9,,,,,,,,,,,,,55,1,1306,9,97,1,736,9,82,1,0,9,846,9,25,1,4.6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250311,,,,,,,,,2479,9,,,,,,,,,,,,,50,1,1424,9,91,1,200,9,73,1,0,9,522,9,23.9,1,5.5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250314,,,,,,,,,2717,9,,,,,,,,,,,,,46,1,1448,9,95,1,518,9,77,1,0,9,780,9,24.3,9,5.8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250314,,,1013.6,1,1011.8,1,588,9,2438,9,,,,,,,,,,,82,9,55,1,1251,9,95,1,129,9,75,1,0,9,614,9,24.4,9,5.3,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250315,,,,,,,,,1295,9,,,,,,,,,,,,,55,1,1718,9,91,1,2354,9,75,1,0,9,690,9,24.1,9,3.3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250315,,,1013.7,1,1012,1,544,9,2310,9,,,,,,,,,,,76,9,58,1,1107,9,95,1,511,9,77,1,0,9,695,9,24.4,9,4.8,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250316,,,1015.3,1,1013.6,1,286,9,1454,9,,,,,,,,,,,40,9,59,1,952,9,98,1,652,9,81,1,0,9,751,9,25,9,3.1,9,,,,,,,,,,,0,9,0,9,,,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250316,,,,,,,,,1806,9,,,,,,,,,,,,,54,1,1324,9,96,1,700,9,79,1,0,9,774,9,24.7,9,3.7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250317,,,1014.6,1,1013.1,1,556,9,2321,9,,,,,,,,,,,78,9,55,1,1106,9,97,1,337,9,77,1,0,9,675,9,24,9,4.8,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250318,,,1013.8,1,1012.2,1,478,9,2135,9,,,,,,,,,,,67,9,55,1,1145,9,96,1,430,9,78,1,0,9,620,9,24.9,9,4.4,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250319,,,1013.9,1,,,336,9,1697,9,,,,,,,,,,,47,9,57,1,1032,9,97,1,652,9,80,1,0,9,762,9,26.5,1,3.7,9,,,,,,,,,,,,,0,9,,,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250320,,,1015.8,1,1013.6,9,554,9,2328,9,,,,,,,,,,,77,9,61,1,1250,9,96,1,541,9,80,1,0,9,773,9,27,9,4.9,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250321,,,1017.2,1,1015.4,1,577,9,2350,9,,,,,,,,,,,80,9,50,1,1234,9,94,1,255,9,77,1,0,9,736,9,27,9,5.7,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250322,,,1018.3,1,1016.6,1,538,9,2402,9,,,,,,,,,,,75,9,52,1,1311,9,94,1,722,9,75,1,0,9,723,9,25.7,9,5.8,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250323,,,1018.1,1,1016.7,1,381,9,2062,9,,,,,,,,,,,53,9,49,1,1153,9,96,1,703,9,73,1,0,9,557,9,24.6,9,5.2,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250324,,,1017.9,1,1015.9,1,433,9,2184,9,,,,,,,,,,,60,9,44,1,1215,9,84,1,2217,9,72,1,0,9,427,9,24.6,9,6.3,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250325,,,1017.6,1,1016.1,1,459,9,2246,9,,,,,,,,,,,63,9,53,1,1322,9,90,1,605,9,74,1,0,9,439,9,24.9,9,6.2,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250326,,,1016.9,1,1015.2,1,631,9,2635,9,,,,,,,,,,,87,9,48,1,1336,9,84,1,518,9,70,1,0,9,379,9,24.3,9,6.9,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250318,,,,,,,,,1860,9,,,,,,,,,,,,,27,1,1106,9,96,1,654,9,78,1,12,9,786,9,24.2,1,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250321,,,,,,,,,1880,9,,,,,,,,,,,,,53,1,1048,9,96,1,200,9,79,1,0,9,780,9,26.9,1,4.7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250327,,,1016.2,1,1014.5,1,399,9,1907,9,,,,,,,,,,,55,9,53,1,1347,9,93,1,311,9,75,1,0,9,495,9,24.8,9,5.3,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,,0,9,0,9,0,9,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250322,,,,,,,,,2670,9,,,,,,,,,,,,,50,1,1306,9,93,1,724,9,74,1,0,9,480,9,25.6,1,6.3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250325,,,,,,,,,2520,9,,,,,,,,,,,,,55,1,1324,9,91,1,1742,9,71,1,0,9,204,9,24.6,1,6.5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250326,,,,,,,,,2802,9,,,,,,,,,,,,,43,1,1430,9,89,1,2348,9,68,1,0,9,132,9,23.9,1,7.4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250320,,,,,,,,,1990,9,,,,,,,,,,,,,46,1,1200,9,98,1,712,9,78,1,0,9,792,9,26,1,4.6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250319,,,,,,,,,1564,9,,,,,,,,,,,,,56,1,1036,9,98,1,718,9,83,1,0,9,864,9,26.3,1,3.4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250317,,,,,,,,,2520,9,,,,,,,,,,,,,42,1,1400,9,97,1,718,9,75,1,0,9,720,9,23.4,1,5.2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250323,,,,,,,,,2612,9,,,,,,,,,,,,,49,1,1230,9,87,1,2354,9,70,1,0,9,198,9,25,1,6.6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
