num_poste,num_poste,nom_usuel,lat,lon,alti,aaaammjj,rr,qrr,tn,qtn,htn,qhtn,tx,qtx,htx,qhtx,tm,qtm,tntxm,qtntxm,tampli,qtampli,tnsol,qtnsol,tn50,qtn50,dg,qdg,ffm,qffm,ff2m,qff2m,fxy,qfxy,dxy,qdxy,hxy,qhxy,fxi,qfxi,dxi,qdxi,hxi,qhxi,fxi2,qfxi2,dxi2,qdxi2,hxi2,qhxi2,fxi3s,qfxi3s,dxi3s,qdxi3s,hxi3s,qhxi3s,drr,qdrr
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250201,4.2,1,22.3,1,613,9,29.8,1,1348,9,24.9,1,26.1,1,7.5,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250201,1.6,1,24,1,641,9,29.9,1,1337,9,26,1,27,1,5.9,1,19.5,9,22.7,9,0,9,4.2,1,,,8.1,1,110,1,1102,9,13.6,1,110,1,1127,9,,,,,,,12,1,,,1129,9,79,9
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250204,1.8,1,22,1,643,9,30.7,1,1413,9,25.1,1,26.4,1,8.7,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250203,3,1,21.5,1,418,9,29.3,1,1400,9,25.5,1,25.4,1,7.8,1,17.4,9,20.2,9,0,9,3.8,1,,,8,1,70,1,1252,9,13,1,70,1,1408,9,,,,,,,11.5,1,,,1410,9,37,9
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250204,3.2,1,22.6,1,553,9,30.2,1,1210,9,25.1,1,26.4,1,7.6,1,18.3,9,21.1,9,0,9,3.3,1,,,7.1,1,130,1,1155,9,11.1,1,120,1,1202,9,,,,,,,10.5,1,,,1152,9,80,9
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250203,3,1,22,1,2106,9,28.9,1,1400,9,24.8,1,25.5,1,6.9,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250202,8.2,1,21.3,1,158,9,28.8,1,1324,9,24.1,1,25.1,1,7.5,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250202,6.8,1,21.4,1,618,9,29.3,1,1350,9,24.9,1,25.4,1,7.9,1,17.9,9,20,9,0,9,3.5,1,,,9.4,1,70,1,1140,9,15,1,70,1,1135,9,,,,,,,14.3,1,,,1135,9,84,9
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250205,7,1,21.2,1,2357,9,28.8,1,1027,9,24.3,1,25,1,7.6,1,17.2,9,20,9,0,9,3.3,1,,,8.1,1,90,1,1314,9,12.7,1,50,1,1054,9,,,,,,,12,1,,,1054,9,153,9
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250205,9.4,1,21.6,1,323,9,28.7,1,1143,9,23.8,1,25.2,1,7.1,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250201,4,1,22.9,1,2100,9,28.8,1,1100,9,25.6,1,25.9,1,5.9,1,21.1,9,21.6,9,,,,,2.5,9,,,,,,,,,,,,,10,9,120,9,1118,9,,,,,,,,
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250206,3.4,1,20.2,1,523,9,29.1,1,1210,9,24.5,1,24.7,1,8.9,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250131,1,1,24,1,500,9,28.6,1,1100,9,25.9,1,26.3,1,4.6,1,20.3,9,23.5,9,,,,,2.6,9,,,,,,,,,,,,,9,9,100,9,2048,9,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250129,0.5,1,22.9,1,500,9,29.9,1,1400,9,26.2,1,26.4,1,7,1,19.5,9,21.8,9,,,,,1.8,9,,,,,,,,,,,,,8,9,140,9,1242,9,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250202,1,1,22.6,1,200,9,28.7,1,1400,9,25.7,1,25.7,1,6.1,1,19.3,9,21.1,9,,,,,2.6,9,,,,,,,,,,,,,10,9,100,9,1130,9,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250206,3.4,1,21.4,1,512,9,29.4,1,1220,9,25.5,1,25.4,1,8,1,18.1,9,20.4,9,0,9,4.5,1,,,8.7,1,80,1,1555,9,15,1,50,1,959,9,,,,,,,13.9,1,,,959,9,80,9
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250130,0,1,24.3,1,2000,9,29.6,1,1300,9,26.2,1,27,1,5.3,1,22.2,9,23.7,9,,,,,2,9,,,,,,,,,,,,,9,9,140,9,936,9,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250128,1.5,1,23.5,1,400,9,29.1,1,1200,9,25.9,1,26.3,1,5.6,1,21.6,9,22.6,9,,,,,2.1,9,,,,,,,,,,,,,8,9,50,9,1536,9,,,,,,,,
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250207,5.4,1,22.3,1,741,9,28,1,1448,9,24.2,1,25.2,1,5.7,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250207,2.6,1,22.4,1,514,9,29.1,1,1206,9,25,1,25.8,1,6.7,1,17.9,9,20.8,9,0,9,3.6,1,,,9.8,1,90,1,1213,9,16.4,1,100,1,1232,9,,,,,,,15.1,1,,,1232,9,67,9
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250208,1.2,1,22,1,733,9,29.8,1,1334,9,25,1,25.9,1,7.8,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250208,0.2,1,20.7,1,601,9,29.5,1,1407,9,25,1,25.1,1,8.8,1,16.8,9,19.5,9,0,9,3.4,1,,,7.6,1,60,1,1605,9,12.5,1,40,1,1313,9,,,,,,,11.8,1,,,1559,9,23,9
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250209,2.4,1,22.7,1,759,9,30.1,1,1355,9,25.2,1,26.4,1,7.4,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250209,0.6,1,20.9,1,532,9,29.5,1,1301,9,25.2,1,25.2,1,8.6,1,16.9,9,19.6,9,0,9,3.9,1,,,8.4,1,90,1,1225,9,12.7,1,100,1,1224,9,,,,,,,12,1,,,1231,9,53,9
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250210,2,1,21,1,450,9,29.6,1,1157,9,24.3,1,25.3,1,8.6,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250210,1.2,1,22.5,1,136,9,29.5,1,1212,9,25,1,26,1,7,1,17.3,9,21,9,0,9,4.2,1,,,9.2,1,70,1,1433,9,17.3,1,80,1,1528,9,,,,,,,16.6,1,,,1528,9,17,9
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250211,5.4,1,22.2,1,23,9,29.6,1,1115,9,24.6,1,25.9,1,7.4,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250211,3.8,1,20.2,1,641,9,29.4,1,1331,9,24.7,1,24.8,1,9.2,1,15,9,18.4,9,0,9,3.9,1,,,9.5,1,90,1,1647,9,16.3,1,90,1,1641,9,,,,,,,15.5,1,,,1641,9,107,9
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250212,2.8,1,22.1,1,339,9,29.5,1,1111,9,25.2,1,25.8,1,7.4,1,19.3,9,20.8,9,0,9,5.7,1,,,10.1,1,100,1,1021,9,15.9,1,100,1,1308,9,,,,,,,14.7,1,,,1018,9,69,9
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250212,1.4,1,21.2,1,344,9,28.3,1,1155,9,24.3,1,24.8,1,7.1,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250213,13.9,1,22.9,1,210,9,30.4,1,1200,9,25.5,1,26.7,1,7.5,1,16.3,9,21,9,0,9,5,1,,,10.3,1,100,1,1057,9,15.5,1,130,1,1011,9,,,,,,,14.5,1,,,1229,9,198,9
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250213,14.1,1,22.3,1,1919,9,30.8,1,1225,9,25.1,1,26.6,1,8.5,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250204,2.5,1,22.2,1,600,9,29.2,1,1200,9,25.3,1,25.7,1,7,1,20.7,9,21.8,9,,,,,2.1,9,,,,,,,,,,,,,10,9,130,9,406,9,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250208,1,1,22.4,1,400,9,28.6,1,1300,9,25.4,1,25.5,1,6.2,1,19.7,9,21.4,9,,,,,2.1,9,,,,,,,,,,,,,8,9,80,9,1336,9,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250203,5.5,1,24.4,1,2100,9,28.5,1,1200,9,25.8,1,26.5,1,4.1,1,22.1,9,23.8,9,,,,,2.3,9,,,,,,,,,,,,,8,9,120,9,1518,9,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250205,3.5,1,22,1,500,9,28.3,1,1300,9,24.6,1,25.2,1,6.3,1,19.5,9,21.3,9,,,,,2.3,9,,,,,,,,,,,,,10,9,170,9,1206,9,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250207,7,1,23,1,500,9,28.3,1,1300,9,25,1,25.7,1,5.3,1,21,9,22.1,9,,,,,2.5,9,,,,,,,,,,,,,10,9,120,9,1312,9,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250209,2.5,1,23.5,1,500,9,29,1,1100,9,25.9,1,26.3,1,5.5,1,21,9,22.1,9,,,,,2.7,9,,,,,,,,,,,,,10,9,130,9,1036,9,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250206,2,1,22.1,1,200,9,28.7,1,1300,9,25.5,1,25.4,1,6.6,1,19.1,9,21.1,9,,,,,2.6,9,,,,,,,,,,,,,11,9,110,9,906,9,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250214,0.6,1,22.2,1,36,9,29.3,1,1217,9,25.4,1,25.8,1,7.1,1,20,9,20.8,9,0,9,4.9,1,,,8.9,1,70,1,1239,9,15.6,1,60,1,1337,9,,,,,,,14.7,1,,,1337,9,63,9
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250214,1.6,1,20.9,1,537,9,28.7,1,1205,9,24.2,1,24.8,1,7.8,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250215,0.6,1,21.2,1,513,9,28.6,1,1247,9,24.8,1,24.9,1,7.4,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250215,0.2,1,21.1,1,655,9,28.4,1,1044,9,25.5,1,24.8,1,7.3,1,18.5,9,20.2,9,0,9,5.6,1,,,9.3,1,60,1,1143,9,15.7,1,60,1,1303,9,,,,,,,14.7,1,,,1310,9,12,9
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250216,0,1,23.5,1,635,9,29.9,1,1314,9,26,1,26.7,1,6.4,1,20,9,22.7,9,0,9,4.4,1,,,8.5,1,130,1,1327,9,13.3,1,140,1,1326,9,,,,,,,12.1,1,,,1010,9,0,9
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250216,0,1,21.8,1,545,9,29.1,1,1200,9,25,1,25.5,1,7.3,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250217,1,1,22.4,1,558,9,28.7,1,1237,9,24.8,1,25.6,1,6.3,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250217,0.8,1,22.1,1,26,9,28.3,1,1135,9,25.2,1,25.2,1,6.2,1,17.6,9,20.6,9,0,9,3.9,1,,,8.2,1,50,1,1152,9,13.1,1,80,1,1016,9,,,,,,,12,1,,,1016,9,48,9
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250218,0,1,23.5,1,11,9,30.3,1,1251,9,26,1,26.9,1,6.8,1,19.9,9,22.2,9,0,9,4.1,1,,,8.9,1,110,1,1316,9,14.3,1,120,1,1316,9,,,,,,,12.8,1,,,1313,9,0,9
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250218,0,1,22.5,1,518,9,30.9,1,1239,9,25.6,1,26.7,1,8.4,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250219,3,1,22,1,552,9,29.8,1,1209,9,24.5,1,25.9,1,7.8,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250219,7.2,1,21.1,1,158,9,30,1,1143,9,24.9,1,25.6,1,8.9,1,16.1,9,19.8,9,0,9,4.1,1,,,9.3,1,100,1,1306,9,18.1,1,140,1,1130,9,,,,,,,15.2,1,,,1130,9,118,9
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250210,0.5,1,22.2,1,500,9,28.4,1,1300,9,25.5,1,25.3,1,6.2,1,20.3,9,21.9,9,,,,,2.8,9,,,,,,,,,,,,,10,9,120,9,1506,9,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250213,15,1,22.9,1,1900,9,29.3,1,1400,9,25.8,1,26.1,1,6.4,1,21.1,9,22.2,9,,,,,3.8,9,,,,,,,,,,,,,12,9,120,9,2236,9,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250215,0,1,22,1,500,9,28.4,1,1300,9,25.7,1,25.2,1,6.4,1,20.3,9,21.1,9,,,,,3,9,,,,,,,,,,,,,10,9,100,9,1042,9,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250212,1,1,22.6,1,500,9,28.9,1,1200,9,25.6,1,25.8,1,6.3,1,20.7,9,21.6,9,,,,,3.8,9,,,,,,,,,,,,,12,9,80,9,1006,9,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250220,12.9,1,21.9,1,49,9,28.4,1,1316,9,23.9,1,25.2,1,6.5,1,18.1,9,20.9,9,0,9,3.4,1,,,7.7,1,90,1,38,9,13,1,100,1,1056,9,,,,,,,12.3,1,,,1056,9,121,9
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250220,12,1,21.4,1,340,9,26.7,1,1314,9,23.4,1,24.1,1,5.3,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250211,5,1,23.4,1,2000,9,28.9,1,1300,9,25.9,1,26.2,1,5.5,1,20.8,9,22.4,9,,,,,3.1,9,,,,,,,,,,,,,10,9,90,9,1224,9,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250214,5.5,1,22.5,1,500,9,28.9,1,1300,9,25.3,1,25.7,1,6.4,1,20.8,9,21.6,9,,,,,3,9,,,,,,,,,,,,,12,9,110,9,412,9,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250216,0,1,24.6,1,600,9,28.6,1,1100,9,26.2,1,26.6,1,4,1,22.1,9,23.7,9,,,,,3.3,9,,,,,,,,,,,,,10,9,150,9,1342,9,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250221,2.8,1,18.9,1,609,9,29.4,1,1311,9,24,1,24.2,1,10.5,1,14.4,9,17.5,9,0,9,2.4,1,,,6.9,1,80,1,842,9,11.6,1,150,1,1114,9,,,,,,,10.5,1,,,838,9,83,9
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250221,2.2,1,21.9,1,537,9,30.9,1,1502,9,24.8,1,26.4,1,9,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250222,2.8,1,20.8,1,640,9,29.9,1,1314,9,23.7,1,25.4,1,9.1,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250223,0,1,20,1,601,9,29.2,1,1126,9,24.7,1,24.6,1,9.2,1,16.9,9,18.6,9,0,9,3,1,,,6.7,1,70,1,1435,9,11,1,90,1,1430,9,,,,,,,10.6,1,,,1430,9,15,9
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250222,3.8,1,20.4,1,112,9,28.8,1,1225,9,24.3,1,24.6,1,8.4,1,16,9,19.3,9,0,9,3.2,1,,,7,1,70,1,1231,9,11.3,1,120,1,615,9,,,,,,,10.4,1,,,1635,9,69,9
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250223,0,1,21.3,1,2001,9,30.1,1,1105,9,25,1,25.7,1,8.8,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250224,7,1,22.8,1,359,9,27.4,1,921,9,23.9,1,25.1,1,4.6,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250224,12.7,1,23.3,1,500,9,29.1,1,1402,9,25.3,1,26.2,1,5.8,1,19.6,9,21.9,9,0,9,3.9,1,,,8,1,100,1,1231,9,12.7,1,90,1,1230,9,,,,,,,11.6,1,,,1230,9,183,9
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250225,6.4,1,22.3,1,2203,9,28.8,1,1129,9,25.3,1,25.6,1,6.5,1,20.7,9,21.4,9,0,9,4.4,1,,,8.3,1,140,1,1612,9,12.8,1,150,1,1554,9,,,,,,,11.9,1,,,1239,9,132,9
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250225,17.3,1,22.2,1,2145,9,29.6,1,1047,9,25.2,1,25.9,1,7.4,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250226,26.1,1,22.8,1,1040,9,28.5,1,1348,9,24.7,1,25.7,1,5.7,1,20,9,21.7,9,0,9,3.1,1,,,7,1,140,1,1443,9,12.5,1,100,1,938,9,,,,,,,11.4,1,,,1038,9,110,9
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250226,7.3,1,21.3,1,601,9,28.5,1,1534,9,24.1,1,24.9,1,7.2,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250217,1,1,23.8,1,500,9,28.1,1,1400,9,25.6,1,26,1,4.3,1,21.4,9,23.2,9,,,,,2.6,9,,,,,,,,,,,,,10,9,100,9,1054,9,,,,,,,,
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250227,0.2,1,22,1,632,9,30.4,1,1401,9,25.1,1,26.2,1,8.4,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250223,0,1,21.7,1,200,9,28.9,1,1100,9,25.6,1,25.3,1,7.2,1,18.8,9,20.4,9,,,,,2.1,9,,,,,,,,,,,,,8,9,140,9,1348,9,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250221,0.5,1,20.7,1,700,9,29.3,1,1300,9,24.7,1,25,1,8.6,1,17.4,9,19.8,9,,,,,1.6,9,,,,,,,,,,,,,8,9,140,9,1154,9,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250224,1,1,24.4,1,2100,9,28.8,1,1500,9,26,1,26.6,1,4.4,1,21.8,9,24,9,,,,,2.9,9,,,,,,,,,,,,,10,9,160,9,1454,9,,,,,,,,
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250301,2.2,1,21.1,1,404,9,30,1,1117,9,24.5,1,25.6,1,8.9,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250220,1,1,21.5,1,100,9,27.1,1,1600,9,24.5,1,24.3,1,5.6,1,20.5,9,21,9,,,,,2.2,9,,,,,,,,,,,,,10,9,110,9,1418,9,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250222,0,1,21,1,100,9,28.9,1,1300,9,25.1,1,25,1,7.9,1,17.6,9,19.7,9,,,,,2.2,9,,,,,,,,,,,,,10,9,80,9,1118,9,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250219,6,1,23.5,1,2000,9,29,1,1200,9,25.4,1,26.3,1,5.5,1,20.8,9,22.4,9,,,,,2.9,9,,,,,,,,,,,,,10,9,110,9,2336,9,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250228,0.6,1,21.3,1,459,9,29.3,1,1425,9,25.2,1,25.3,1,8,1,18.1,9,20,9,0,9,3.5,1,,,8.4,1,120,1,1547,9,12.8,1,150,1,1545,9,,,,,,,11.7,1,,,1544,9,61,9
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250227,0,1,21.4,1,102,9,29.3,1,1202,9,25.4,1,25.4,1,7.9,1,17.7,9,20.1,9,0,9,3.3,1,,,7.4,1,110,1,1255,9,11.3,1,110,1,1254,9,,,,,,,10.3,1,,,1254,9,13,9
