num_poste,num_poste,nom_usuel,lat,lon,alti,aaaammjj,rr,qrr,tn,qtn,htn,qhtn,tx,qtx,htx,qhtx,tm,qtm,tntxm,qtntxm,tampli,qtampli,tnsol,qtnsol,tn50,qtn50,dg,qdg,ffm,qffm,ff2m,qff2m,fxy,qfxy,dxy,qdxy,hxy,qhxy,fxi,qfxi,dxi,qdxi,hxi,qhxi,fxi2,qfxi2,dxi2,qdxi2,hxi2,qhxi2,fxi3s,qfxi3s,dxi3s,qdxi3s,hxi3s,qhxi3s,drr,qdrr
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250225,6,1,23.3,1,2300,9,29.2,1,1500,9,25.6,1,26.3,1,5.9,1,21.2,9,22.6,9,,,,,2.7,9,,,,,,,,,,,,,9,9,120,9,1624,9,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250218,0,1,23.8,1,500,9,29.3,1,1200,9,26.2,1,26.6,1,5.5,1,21.7,9,22.6,9,,,,,2.8,9,,,,,,,,,,,,,10,9,120,9,1436,9,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250301,1.6,1,23.1,1,637,9,29.7,1,1201,9,25.8,1,26.4,1,6.6,1,19.1,9,22.1,9,0,9,4.5,1,,,8.4,1,130,1,1421,9,13.2,1,120,1,1230,9,,,,,,,11.6,1,,,1040,9,36,9
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250302,4,1,21.2,1,652,9,28.3,1,1232,9,24,1,24.8,1,7.1,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250228,2.8,1,22.6,1,440,9,30.3,1,1448,9,25.2,1,26.5,1,7.7,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250304,5.2,1,21.7,1,349,9,29.9,1,1258,9,25.8,1,25.8,1,8.2,1,19,9,20.6,9,0,9,3.8,1,,,7.6,1,110,1,1042,9,11.8,1,110,1,1258,9,,,,,,,11.3,1,,,1258,9,123,9
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250302,3.6,1,22.2,1,531,9,28.7,1,1252,9,24.9,1,25.5,1,6.5,1,20.6,9,21.4,9,0,9,4,1,,,10.6,1,110,1,1045,9,15.9,1,110,1,1039,9,,,,,,,14.6,1,,,1039,9,75,9
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250303,0.4,1,21.4,1,534,9,30.7,1,1300,9,25,1,26.1,1,9.3,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250304,2.6,1,21.9,1,439,9,31.1,1,1258,9,25.6,1,26.5,1,9.2,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250303,0,1,21.9,1,56,9,29.9,1,1326,9,25.3,1,25.9,1,8,1,18.2,9,20.6,9,0,9,2.9,1,,,7.5,1,110,1,1539,9,10.6,1,100,1,1154,9,,,,,,,10.1,1,,,1159,9,22,9
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250305,0.2,1,22.3,1,55,9,29.1,1,1330,9,25.6,1,25.7,1,6.8,1,20.5,9,21.5,9,0,9,4.3,1,,,8.4,1,130,1,1704,9,12.6,1,140,1,1313,9,,,,,,,11,1,,,1116,9,20,9
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250305,0,1,22,1,636,9,29.9,1,1455,9,25.2,1,26,1,7.9,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250227,0,1,22.2,1,500,9,29.4,1,1400,9,25.3,1,25.8,1,7.2,1,19.7,9,21.3,9,,,,,2,9,,,,,,,,,,,,,8,9,110,9,1436,9,,,,,,,,
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250306,0.2,1,23.7,1,12,9,30.4,1,1328,9,25.7,1,27.1,1,6.7,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250301,3.5,1,22.1,1,100,9,28.9,1,1200,9,25.7,1,25.5,1,6.8,1,20.8,9,21.7,9,,,,,2.9,9,,,,,,,,,,,,,10,9,140,9,1536,9,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250306,0,1,23.9,1,227,9,29.6,1,1353,9,26,1,26.8,1,5.7,1,21.1,9,22.4,9,0,9,3.9,1,,,8.1,1,130,1,1012,9,12.2,1,150,1,1124,9,,,,,,,11.2,1,,,1124,9,2,9
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250228,3.5,1,22.8,1,0,9,29.5,1,1400,9,25.6,1,26.2,1,6.7,1,20.1,9,21.9,9,,,,,2.6,9,,,,,,,,,,,,,10,9,150,9,1518,9,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250226,1.5,1,22.3,1,2200,9,28.7,1,1400,9,24.8,1,25.5,1,6.4,1,21.4,9,21.8,9,,,,,1.7,9,,,,,,,,,,,,,8,9,140,9,1336,9,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250302,8,1,21.7,1,700,9,28.5,1,1400,9,24.3,1,25.1,1,6.8,1,20.8,9,21.2,9,,,,,2.4,9,,,,,,,,,,,,,12,9,100,9,1254,9,,,,,,,,
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250307,0.6,1,22.6,1,541,9,30.9,1,1108,9,25.1,1,26.8,1,8.3,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250307,0.8,1,21.1,1,554,9,29.6,1,1122,9,25.1,1,25.4,1,8.5,1,17.8,9,19.8,9,0,9,2.3,1,,,5.9,1,90,1,1412,9,9.6,1,160,1,1133,9,,,,,,,8.6,1,,,1133,9,50,9
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250308,1.8,1,22.4,1,621,9,29.8,1,1218,9,24.7,1,26.1,1,7.4,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250308,4.8,1,21,1,547,9,28.9,1,1511,9,24.2,1,25,1,7.9,1,17.7,9,19.8,9,0,9,1.7,1,,,5.6,1,120,1,951,9,9.9,1,110,1,1036,9,,,,,,,8.7,1,,,1036,9,87,9
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250309,0,1,21.8,1,546,9,30.9,1,1130,9,25.1,1,26.4,1,9.1,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250309,0,1,19.8,1,422,9,29.6,1,1112,9,24.4,1,24.7,1,9.8,1,17.1,9,18.8,9,0,9,2.2,1,,,6.3,1,100,1,1608,9,9.8,1,80,1,1559,9,,,,,,,9.1,1,,,1559,9,0,9
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250310,0,1,21.9,1,137,9,30.1,1,1537,9,25.1,1,26,1,8.2,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250310,0.4,1,19.5,1,601,9,29.5,1,1106,9,24.5,1,24.5,1,10,1,16,9,18.4,9,0,9,2.6,1,,,6.5,1,60,1,1119,9,10.3,1,50,1,1102,9,,,,,,,9.6,1,,,1140,9,17,9
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250311,0,1,19.7,1,227,9,29.4,1,1247,9,25.5,1,24.6,1,9.7,1,15.9,9,18.7,9,0,9,3.8,1,,,8.5,1,120,1,1145,9,12.5,1,120,1,1142,9,,,,,,,11.5,1,,,1142,9,6,9
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250311,0.2,1,22.3,1,243,9,31.5,1,1149,9,25.8,1,26.9,1,9.2,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250312,0,1,22.5,1,300,9,32.7,1,1206,9,26.2,1,27.6,1,10.2,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250312,0,1,22.9,1,437,9,30,1,1107,9,26.2,1,26.5,1,7.1,1,20.3,9,22.4,9,0,9,3,1,,,6.8,1,140,1,1408,9,10.6,1,140,1,1402,9,,,,,,,9.8,1,,,1413,9,5,9
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250311,0,1,21.8,1,2100,9,29.6,1,1400,9,25.8,1,25.7,1,7.8,1,19.2,9,20.8,9,,,,,2.5,9,,,,,,,,,,,,,10,9,60,9,1206,9,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250309,0,1,20.7,1,400,9,29.6,1,1300,9,24.7,1,25.2,1,8.9,1,18.3,9,19.4,9,,,,,1.6,9,,,,,,,,,,,,,8,9,90,9,1254,9,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250312,0,1,22.7,1,500,9,30.8,1,1200,9,25.9,1,26.8,1,8.1,1,20,9,21.3,9,,,,,1.6,9,,,,,,,,,,,,,8,9,90,9,1406,9,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250313,1.5,1,21.3,1,,,31.3,1,,,25.5,1,26.3,1,10,1,18.2,9,19,9,,,,,1.3,9,,,,,,,,,,,,,6,9,130,9,1700,9,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250308,0.5,1,21.3,1,600,9,29.5,1,1200,9,24.8,1,25.4,1,8.2,1,18.7,9,20.7,9,,,,,1.4,9,,,,,,,,,,,,,7,9,120,9,1554,9,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250304,2.5,1,21.2,1,300,9,29.8,1,1300,9,25.3,1,25.5,1,8.6,1,19.3,9,20.5,9,,,,,2.1,9,,,,,,,,,,,,,8,9,160,9,1506,9,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250310,1,1,21.1,1,300,9,29.6,1,1400,9,24.8,1,25.4,1,8.5,1,17.8,9,19.6,9,,,,,1.7,9,,,,,,,,,,,,,9,9,120,9,1224,9,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250313,0.2,1,21.5,1,603,9,30.4,1,1246,9,25.4,1,26,1,8.9,1,17.5,9,20,9,0,9,2.1,1,,,5.1,1,170,1,1307,9,11.7,1,140,1,1020,9,,,,,,,9.3,1,,,1020,9,55,9
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250305,1,1,22.3,1,400,9,29.8,1,1500,9,25.3,1,26.1,1,7.5,1,20.5,9,21.6,9,,,,,2.1,9,,,,,,,,,,,,,9,9,150,9,1412,9,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250306,0,1,23.8,1,0,9,29.5,1,1000,9,25.7,1,26.7,1,5.7,1,22.2,9,23.4,9,,,,,2.4,9,,,,,,,,,,,,,8,9,130,9,1442,9,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250307,0,1,21.3,1,0,9,29.9,1,1100,9,25.3,1,25.6,1,8.6,1,18.6,9,19.9,9,,,,,1.7,9,,,,,,,,,,,,,8,9,150,9,1306,9,,,,,,,,
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250313,3.4,1,22.2,1,454,9,32.8,1,1345,9,25.4,1,27.5,1,10.6,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250303,0,1,21.7,1,600,9,29.7,1,1300,9,24.7,1,25.7,1,8,1,19.5,9,20.8,9,,,,,1.8,9,,,,,,,,,,,,,8,9,140,9,1536,9,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250314,0,1,21.5,1,53,9,30,1,1434,9,25.7,1,25.8,1,8.5,1,18.2,9,20.4,9,0,9,2.9,1,,,6.5,1,150,1,1239,9,10.9,1,140,1,1221,9,,,,,,,9.9,1,,,1221,9,0,9
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250314,0,1,22,1,,,30.2,1,,,25.4,1,26.1,1,8.2,1,19.3,9,20.6,9,,,,,1.7,9,,,,,,,,,,,,,8,9,130,9,1354,9,,,,,,,,
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250314,0,1,21.4,1,310,9,31.4,1,1317,9,25.5,1,26.4,1,10,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250315,0,1,21,1,,,30.2,1,,,25.6,1,25.6,1,9.2,1,17.9,9,19.1,9,,,,,1.1,9,,,,,,,,,,,,,7,9,100,9,1218,9,,,,,,,,
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250315,0,1,21.9,1,521,9,31.9,1,1134,9,26,1,26.9,1,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250315,0,1,20.4,1,501,9,30.2,1,1228,9,25.2,1,25.3,1,9.8,1,16.6,9,19.1,9,0,9,2.2,1,,,6.2,1,180,1,1241,9,11.4,1,170,1,1506,9,,,,,,,10.7,1,,,1510,9,0,9
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250316,0,1,20.5,1,,,30.4,1,,,25,1,25.5,1,9.9,1,17.4,9,18.3,9,,,,,0.8,9,,,,,,,,,,,,,6,9,110,9,1254,9,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250316,0,1,20.1,1,607,9,30.2,1,1129,9,24.9,1,25.2,1,10.1,1,17.4,9,18.9,9,0,9,1.4,1,,,3.8,1,210,1,1013,9,6.6,1,280,1,1138,9,,,,,,,6.1,1,,,1138,9,0,9
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250316,0.6,1,22.1,1,553,9,32.4,1,1156,9,25.3,1,27.3,1,10.3,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250317,0,1,20.3,1,309,9,30.5,1,1151,9,25,1,25.4,1,10.2,1,17.7,9,19.4,9,0,9,1.8,1,,,5.5,1,340,1,1305,9,10.1,1,320,1,1457,9,,,,,,,8,1,,,1313,9,0,9
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250318,0.2,1,19.7,1,525,9,30.8,1,1311,9,25.3,1,25.3,1,11.1,1,16.2,9,18.6,9,0,9,2.1,1,,,5.5,1,180,1,1255,9,10.8,1,160,1,1349,9,,,,,,,10,1,,,1349,9,0,9
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250317,0.2,1,22.1,1,336,9,31.5,1,1053,9,25.3,1,26.8,1,9.4,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250319,0,1,22.7,1,533,9,32.8,1,1040,9,26.1,1,27.8,1,10.1,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250318,0,1,21.4,1,520,9,31.6,1,1313,9,25.9,1,26.5,1,10.2,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250319,0,1,21.5,1,516,9,30.6,1,1031,9,25.8,1,26.1,1,9.1,1,17.5,9,20.4,9,0,9,1.6,1,,,6,1,190,1,1134,1,9.3,1,210,1,1102,1,,,,,,,8.8,1,,,1132,1,,
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250320,0.4,1,22.9,1,627,9,33.6,1,1306,9,26.8,1,28.3,1,10.7,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250320,0.2,1,21.8,1,521,9,30.9,1,1154,9,26.3,1,26.4,1,9.1,1,17.6,9,20.7,9,0,9,2.6,1,,,6.1,1,170,1,1232,9,10.2,1,150,1,1353,9,,,,,,,9.1,1,,,1232,9,0,9
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250321,0.2,1,23.5,1,245,9,31.5,1,1354,9,27,1,27.5,1,8,1,19.5,9,22.3,9,0,9,3.6,1,,,7.4,1,130,1,946,9,11.1,1,170,1,952,9,,,,,,,10.6,1,,,952,9,8,9
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250322,0.8,1,22.8,1,621,9,31,1,1341,9,26.7,1,26.9,1,8.2,1,17.9,9,21.6,9,0,9,3.7,1,,,7.9,1,120,1,935,9,12.3,1,120,1,1247,9,,,,,,,10.7,1,,,1055,9,13,9
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250321,0.2,1,23.8,1,306,9,33.3,1,1257,9,27.2,1,28.6,1,9.5,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250323,0,1,21.1,1,643,9,31.2,1,1220,9,26.4,1,26.2,1,10.1,1,16.5,9,20.2,9,0,9,3.7,1,,,9.2,1,100,1,1004,9,13.9,1,120,1,1439,9,,,,,,,12.6,1,,,1000,9,0,9
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250324,2,1,24,1,603,9,30.9,1,1246,9,26.4,1,27.5,1,6.9,1,18.2,9,22.4,9,0,9,4.3,1,,,8.9,1,110,1,1123,9,14.6,1,120,1,1638,9,,,,,,,13.6,1,,,1638,9,40,9
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250322,0.5,1,23.6,1,540,9,32.9,1,1220,9,27.1,1,28.3,1,9.3,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250325,0.2,1,22.8,1,1904,9,30.8,1,1310,9,26.2,1,26.8,1,8,1,19.5,9,21.3,9,0,9,5.6,1,,,10.8,1,120,1,1333,9,18.4,1,110,1,1721,9,,,,,,,17.5,1,,,1721,9,25,9
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250323,0,1,23.5,1,443,9,32.4,1,1226,9,26.9,1,28,1,8.9,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250325,1.8,1,21.6,1,1912,9,31.5,1,1342,9,25.2,1,26.6,1,9.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250324,2.2,1,23.2,1,1815,9,32,1,1334,9,26,1,27.6,1,8.8,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250326,5.6,1,23.5,1,611,9,30.7,1,1348,9,26.8,1,27.1,1,7.2,1,18.2,9,22.4,9,0,9,4.9,1,,,8.6,1,130,1,1135,9,13.8,1,130,1,1150,9,,,,,,,12.2,1,,,924,9,94,9
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250327,2.2,1,23.2,1,316,9,30,1,1423,9,26,1,26.6,1,6.8,1,19.4,9,21.9,9,0,9,4.1,1,,,8.1,1,120,1,1407,9,12.8,1,150,1,413,9,,,,,,,11.6,1,,,842,9,48,9
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250321,0,1,22.9,1,600,9,31.3,1,1200,9,26.6,1,27.1,1,8.4,1,20.2,9,21.9,9,,,,,2.1,9,,,,,,,,,,,,,8,9,150,9,1600,9,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250318,0,1,19.9,1,400,9,31.8,1,1100,9,25.1,1,25.9,1,11.9,1,16.2,9,18.2,9,,,,,0.7,9,,,,,,,,,,,,,4,9,320,9,1636,9,,,,,,,,
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250327,0.4,1,22.3,1,243,9,32.2,1,1255,9,25.8,1,27.3,1,9.9,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250317,0,1,20.8,1,300,9,30.8,1,1200,9,25.5,1,25.8,1,10,1,18.2,9,19.9,9,,,,,1,9,,,,,,,,,,,,,7,9,300,9,1336,9,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250320,0,1,21.4,1,500,9,33,1,1200,9,26.3,1,27.2,1,11.6,1,19.3,9,20.1,9,,,,,1,9,,,,,,,,,,,,,6,9,320,9,1336,9,,,,,,,,
97101014,97101014,"LES ABYMES CHAZEAU_SAPC",16.2875,-61.453167,95,20250326,1,1,22.5,1,2001,9,32.2,1,1245,9,26.8,1,27.4,1,9.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250319,0,1,20.9,1,400,9,31,1,1100,9,25.3,1,26,1,10.1,1,18.5,9,19.5,9,,,,,0.9,9,,,,,,,,,,,,,5,9,130,9,1206,9,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250322,0,1,22.9,1,600,9,31.6,1,1200,9,26.8,1,27.3,1,8.7,1,20.2,9,21.9,9,,,,,2.4,9,,,,,,,,,,,,,9,9,140,9,1118,9,,,,,,,,
97119008,97119008,"PETIT-CANAL GODET-INRAE",16.405,-61.481667,35,20250323,0,1,24.6,1,200,9,30.4,1,1100,9,27.2,1,27.5,1,5.8,1,22.5,9,23.7,9,,,,,2.8,9,,,,,,,,,,,,,10,9,140,9,1336,9,,,,,,,,
97101015,97101015,"LE RAIZET AERO",16.264,-61.516333,11,20250328,3.4,1,22,1,239,9,30.3,1,1211,9,26,1,26.2,1,8.3,1,16.8,9,20.4,9,0,9,3.8,1,,,10,1,110,1,1249,9,14,1,120,1,1242,9,,,,,,,13.3,1,,,1242,9,40,9
